"","state","dist","pvi","metric","pvi_range","st_dist","st","candidate","incumbent","stance","st_metric","red_scale","req_majority","primary_scale","last_name","fec_id","fec_name","ttl_receipts","comp_scale","stance_scale","stance_key","stance_scale_reduced","stance_key_reduced","comp_key","primary_type","primary_type_reduced","primary_scale_reduced","red_key","dist_pol","fund_self","fund_indiv","fund_party","fund_other","fund_tot","fund_self_pct","fund_indiv_pct","fund_party_pct","fund_other_pct","X","Y"
"70","Ohio",15,"R+6",0.56,"R+5 to R+7","OH15","OH","Mike Carey","Yes","No comment",0.56,0,0,3,"carey","H2OH15228","CAREY, MIKE",2193283.97,2,0,"No Comment",1,"Has Not Questioned Election","Likely R","Partially 
Open","Restricted",3,"Legislature",0,0,1328521.6,5250,856501.33,2190272.93,0,0.606555275282519,0.00239696155127115,0.39104776316621,32.5,19
"71","Arizona",3,"D+24",0.26,"D+25 to D+8","AZ3","AZ","Jeff Zink","No","Fully denied",0.53,1,0,2,"zink","H2AZ07187","ZINK, JEFFREY NELSON MR",68669.24,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Open to 
Unaffiliated","Restricted",3,"Comission",-0.27,40000,28169.24,0,500,68669.24,0.582502442141489,0.410216277331743,0,0.00728128052676861,2,22
"72","California",17,"D+24",0.26,"D+25 to D+8","CA17","CA","Ritesh Tandon","No","Accepted with reservations",0.36,1,0,0,"tandon","H0CA17193","TANDON, RITESH",81600,-3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.1,0,70600,1000,10000,81600,0,0.865196078431373,0.0122549019607843,0.122549019607843,1.5,23
"73","California",30,"D+24",0.26,"D+25 to D+8","CA30","CA",NA,NA,NA,0.36,1,0,0,NA,NA,NA,NA,-3,NA,"Not Tracked by 538",NA,"Not Tracked by 538","Solid D","All Party","All Party",0,"Comission",-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24
"74","Michigan",13,"D+24",0.26,"D+25 to D+8","MI13","MI","Martell D. Bivings","No","Fully accepted",0.51,1,0,1,"bivings","H2MI13360","BIVINGS, MARTELL DE'ANGELO",39110.06,-3,2,"Acceptance",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Comission",-0.25,0,38380.06,500,0,38880.06,0,0.987139937541249,0.0128600624587513,0,1.5,25
"75","Texas",33,"D+24",0.26,"D+25 to D+8","TX33","TX","Patrick David Gillespie","No","Avoided answering",0.55,0,1,1,"gillespie",NA,NA,NA,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Legislature",-0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26
"76","Texas",37,"D+24",0.26,"D+25 to D+8","TX37","TX","Jenny Garcia Sharon","No","Fully denied",0.55,0,1,1,"sharon","H0TX35064","SHARON, JENNIFER",8565,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Open","Open",1,"Legislature",-0.29,1350,7215,0,0,8565,0.157618213660245,0.842381786339755,0,0,3,4
"77","Texas",18,"D+24",0.26,"D+25 to D+8","TX18","TX","Carmen Maria Montiel","No","Fully denied",0.55,0,1,1,"montiel","H2TX18207","MONTIEL, CARMEN",89742.06,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Open","Open",1,"Legislature",-0.29,0,86342.06,0,3400,89742.06,0,0.962113639914216,0,0.0378863600857836,2.5,5
"78","Arizona",4,"D+2",0.48,"D+2","AZ4","AZ","Kelly Cooper","No","Raised questions",0.53,1,0,2,"cooper","H2AZ09191","COOPER, KELLY",2108398.55,0,-1,"Raised Questions",0,"Questioned Election","Competitive","Open to 
Unaffiliated","Restricted",3,"Comission",-0.05,1355089.68,482544.92,0,266257.56,2103892.16,0.644087042940452,0.229358200564805,0,0.126554756494744,11,14
"79","Connecticut",5,"D+2",0.48,"D+2","CT5","CT","George Logan","No","No comment",0.43,0,0,4,"logan","H2CT05222","LOGAN, GEORGE S",834642.69,0,0,"No Comment",1,"Has Not Questioned Election","Competitive","Partially 
Closed","Restricted",3,"Legislature",0.05,0,702324.44,11249,121069.25,834642.69,0,0.841467191188124,0.0134776235804569,0.145055185231419,10.5,15
"80","Connecticut",2,"D+2",0.48,"D+2","CT2","CT","Mike France","No","Accepted with reservations",0.43,0,0,4,"france","H2CT02161","FRANCE, MIKE",750890.86,0,1,"Acceptance with 
Reservations",0,"Questioned Election","Competitive","Partially 
Closed","Restricted",3,"Legislature",0.05,20000,591042.77,7000,130393.09,748435.86,0.0267223967595567,0.78970397009037,0.00935283886584483,0.174220794284229,11,16
"81","Florida",27,"D+2",0.48,"D+2","FL27","FL","María Elvira Salazar","Yes","Raised questions",0.53,0,0,5,"salazar","H8FL27185","SALAZAR, MARIA ELVIRA",4776926.4,0,-1,"Raised Questions",0,"Questioned Election","Competitive","Closed","Closed",5,"Legislature",-0.05,0,3419367.09,0,1351079.46,4770446.55,0,0.716781344086121,0,0.283218655913879,10.5,17
"82","Illinois",17,"D+2",0.48,"D+2","IL17","IL","Esther Joy King","No","No comment",0.43,0,0,3,"king","H0IL17083","KING, ESTHER JOY",4469476.35,0,0,"No Comment",1,"Has Not Questioned Election","Competitive","Partially 
Open","Restricted",3,"Legislature",0.05,0,3136451.21,5000,1204820.16,4346271.37,0,0.721641826520372,0.00115041136973461,0.277207762109893,11,18
"83","Nevada",3,"D+2",0.48,"D+2","NV3","NV","April Becker","No","Fully denied",0.5,0,0,5,"becker","H2NV03161","BECKER, APRIL",1991873.03,0,-2,"Full Denial",0,"Questioned Election","Competitive","Closed","Closed",5,"Legislature",-0.02,64314.09,1430905.98,5000,491487.96,1991708.03,0.0322909226810719,0.718431596623126,0.00251040811438612,0.246767072581416,10.5,19
"84","New York",3,"D+2",0.48,"D+2","NY3","NY","George A.D. Santos","No","Fully denied",0.4,1,0,5,"santos",NA,NA,NA,0,-2,"Full Denial",0,"Questioned Election","Competitive","Closed","Closed",5,"Comission",0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12
"85","Ohio",1,"D+2",0.48,"D+2","OH1","OH","Steve Chabot","Yes","Fully denied",0.56,0,0,3,"chabot","H8OH01043","CHABOT, STEVE",1740105.37,0,-2,"Full Denial",0,"Questioned Election","Competitive","Partially 
Open","Restricted",3,"Legislature",-0.0800000000000001,0,919747.07,5000,814430.9,1739177.97,0,0.528840110595467,0.00287492142049154,0.468284967984041,11.5,13
"86","Oregon",5,"D+2",0.48,"D+2","OR5","OR","Lori Chavez-DeRemer","No","Raised questions",0.44,0,0,5,"chavez-deremer","H2OR05209","CHAVEZ-DEREMER, LORI",1895814.22,0,-1,"Raised Questions",0,"Questioned Election","Competitive","Closed","Closed",5,"Legislature",0.04,427903.4,912518.89,0,555391.93,1895814.22,0.22570956346134,0.481333497962685,0,0.292956938575975,12,14
"87","Arizona",1,"R+2",0.52,"R+2","AZ1","AZ","David Schweikert","Yes","Fully denied",0.53,1,0,2,"schweikert","H4AZ06045","SCHWEIKERT, DAVID S.",1685086.92,0,-2,"Full Denial",0,"Questioned Election","Competitive","Open to 
Unaffiliated","Restricted",3,"Comission",-0.01,259630,858458.23,0,566998.69,1685086.92,0.154075138153704,0.509444480169605,0,0.336480381676691,26.5,15
"88","California",40,"R+2",0.52,"R+2","CA40","CA","Young Kim","Yes","Fully accepted",0.36,1,0,0,"kim","H8CA39240","KIM, YOUNG",8047971,0,2,"Acceptance",1,"Has Not Questioned Election","Competitive","All Party","All Party",0,"Comission",0.16,0,5854374.12,5000,2140468.83,7999842.95,0,0.731811131367273,0.000625012269772121,0.267563856362955,27,14
"89","Kansas",3,"R+2",0.52,"R+2","KS3","KS","Amanda L. Adkins","No","Fully accepted",0.61,0,0,2,"adkins","H0KS03236","ADKINS, AMANDA",3211475.97,0,2,"Acceptance",1,"Has Not Questioned Election","Competitive","Open to 
Unaffiliated","Restricted",3,"Legislature",-0.09,0,2329381.75,0,879544.34,3208926.09,0,0.725906949760878,0,0.274093050239122,27.5,15
"90","Michigan",7,"R+2",0.52,"R+2","MI7","MI","Tom Barrett","No","Accepted with reservations",0.51,1,0,1,"barrett","H2MI07123","BARRETT, THOMAS MORE",2192046.25,0,1,"Acceptance with 
Reservations",0,"Questioned Election","Competitive","Open","Open",1,"Comission",0.01,0,1600924.74,10000,581121.51,2192046.25,0,0.730333468100867,0.00456194754102474,0.265104584358108,27,16
"91","New Jersey",7,"R+2",0.52,"R+2","NJ7","NJ","Thomas H. Kean Jr.","No","No comment",0.44,1,0,2,"kean","H0NJ07261","KEAN, THOMAS H. JR.",3650569.79,0,0,"No Comment",1,"Has Not Questioned Election","Competitive","Open to 
Unaffiliated","Restricted",3,"Comission",0.08,0,2596307.73,5000,1022078.41,3623386.14,0,0.716541828467666,0.00137992469110676,0.282078246841227,28.5,15
"92","North Carolina",13,"R+2",0.52,"R+2","NC13","NC","Bo Hines","No","Fully denied",0.53,0,0,4,"hines","H2NC05157","HINES, ROBERT NICHOLAS",2541876.86,0,-2,"Full Denial",0,"Questioned Election","Competitive","Partially 
Closed","Restricted",3,"Legislature",-0.01,925026,1277766.38,5000,334334.48,2542126.86,0.363878771966557,0.502636748820631,0.00196685699627122,0.13151762221654,28,14
"93","Pennsylvania",7,"R+2",0.52,"R+2","PA7","PA","Lisa Scheller","No","No comment",0.52,0,0,5,"scheller","H0PA07132","SCHELLER, LISA",3180642.71,0,0,"No Comment",1,"Has Not Questioned Election","Competitive","Closed","Closed",5,"Legislature",0,610000,1999346.98,5000,506637.51,3120984.49,0.195451147531976,0.640614199271461,0.00160205858632767,0.162332594610235,28,16
"94","Arizona",7,"D+16",0.34,"D+25 to D+8","AZ7","AZ","Luis Pozzolo","No","Raised questions",0.53,1,0,2,"pozzolo","H2AZ03152","POZZOLO, LUIS B",246884.2,-3,-1,"Raised Questions",0,"Questioned Election","Solid D","Open to 
Unaffiliated","Restricted",3,"Comission",-0.19,175000,70775.32,0,0,245775.32,0.712032436780064,0.287967563219936,0,0,4,18
"95","California",31,"D+16",0.34,"D+25 to D+8","CA31","CA","Daniel Bocic Martinez","No","No comment",0.36,1,0,0,"martinez","H2CA13123","MARTINEZ, DIEGO J",3135,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.02,0,2135,0,1000,3135,0,0.681020733652313,0,0.318979266347687,3.5,19
"96","California",28,"D+16",0.34,"D+25 to D+8","CA28","CA","Wes Hallman","No","Accepted with reservations",0.36,1,0,0,"hallman","H2CA28188","HALLMAN, WESLEY PHILLIP",73961.22,-3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.02,3000,65162.22,0,5799,73961.22,0.0405617971147582,0.881032249062414,0,0.0784059538228277,4,20
"97","California",46,"D+16",0.34,"D+25 to D+8","CA46","CA","Christopher J. Gonzales","No","No comment",0.36,1,0,0,"gonzales","H0CA45160","GONZALES, CHRISTOPHER",46163.37,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.02,7500,32804.99,0,5500,45804.99,0.163737618979941,0.716188127101436,0,0.120074253918623,3.5,21
"98","Minnesota",4,"D+16",0.34,"D+25 to D+8","MN4","MN","May Lor Xiong","No","No comment",0.49,0,0,1,"xiong",NA,NA,NA,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Legislature",-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,22
"99","New York",6,"D+16",0.34,"D+25 to D+8","NY6","NY","Tom Zmich","No","Raised questions",0.4,1,0,5,"zmich","H0NY06086","ZMICH, THOMAS",1185.13,-3,-1,"Raised Questions",0,"Questioned Election","Solid D","Closed","Closed",5,"Comission",-0.06,0,1184,0,0,1184,0,1,0,0,4,24
"100","North Carolina",4,"D+16",0.34,"D+25 to D+8","NC4","NC","Courtney Geels","No","Raised questions",0.53,0,0,4,"geels","H2NC13185","GEELS, COURTNEY JOELE",300300.59,-3,-1,"Raised Questions",0,"Questioned Election","Solid D","Partially 
Closed","Restricted",3,"Legislature",-0.19,56147.63,234052.96,0,9750,299950.59,0.187189596793259,0.780305049574998,0,0.0325053536317432,3.5,23
"101","Virginia",4,"D+16",0.34,"D+25 to D+8","VA4","VA","Leon Benjamin Sr.","No","Fully denied",0.48,1,0,1,"benjamin","H0VA04064","BENJAMIN, LEON MR. SR.",276422.37,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Open","Open",1,"Comission",-0.14,0,264293.63,1500,5500,271293.63,0,0.974197698633764,0.00552906457847905,0.0202732367877565,3.5,25
"102","Arizona",5,"R+11",0.61,"R+8 to R+20","AZ5","AZ","Andy Biggs","Yes","Fully denied",0.53,1,0,2,"biggs","H6AZ05083","BIGGS, ANDY MR.",1816542.14,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open to 
Unaffiliated","Restricted",3,"Comission",0.08,0,1707052.48,0,96771.42,1803823.9,0,0.946352069068383,0,0.053647930931617,35,14
"103","Florida",5,"R+11",0.61,"R+8 to R+20","FL5","FL","John Rutherford","Yes","Fully denied",0.53,0,0,5,"rutherford","H6FL04105","RUTHERFORD, JOHN",713380.63,3,-2,"Full Denial",0,"Questioned Election","Solid R","Closed","Closed",5,"Legislature",0.08,0,224711.11,0,485669.52,710380.63,0,0.316324939772077,0,0.683675060227923,35.5,15
"104","Florida",8,"R+11",0.61,"R+8 to R+20","FL8","FL","Bill Posey","Yes","Fully denied",0.53,0,0,5,"posey","H8FL15107","POSEY, BILL",896104.21,3,-2,"Full Denial",0,"Questioned Election","Solid R","Closed","Closed",5,"Legislature",0.08,0,618651.55,0,277275,895926.55,0,0.690515924547609,0,0.309484075452391,35,16
"105","Kansas",2,"R+11",0.61,"R+8 to R+20","KS2","KS","Jake LaTurner","Yes","Fully denied",0.61,0,0,2,"laturner","H0KS02188","LATURNER, JAKE",1403389.11,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open to 
Unaffiliated","Restricted",3,"Legislature",0,0,850576.17,0,551491.61,1402067.78,0,0.606658381380107,0,0.393341618619893,35.5,17
"106","Maryland",1,"R+11",0.61,"R+8 to R+20","MD1","MD","Andy Harris","Yes","Fully denied",0.36,0,0,5,"harris","H8MD01094","HARRIS, ANDREW P",1768015.7,3,-2,"Full Denial",0,"Questioned Election","Solid R","Closed","Closed",5,"Legislature",0.25,0,1173501.02,0,594493.43,1767994.45,0,0.663747004409431,0,0.336252995590569,35,18
"107","South Carolina",7,"R+11",0.61,"R+8 to R+20","SC7","SC","Russell Fry","No","Fully denied",0.58,0,1,1,"fry","H2SC07280","FRY, RUSSELL",1046178.1,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.03,3007.96,918860.17,0,124050,1045918.13,0.00287590387213194,0.87852016677443,0,0.118603929353438,35.5,19
"108","Texas",24,"R+11",0.61,"R+8 to R+20","TX24","TX","Beth Van Duyne","Yes","Fully denied",0.55,0,1,1,"duyne",NA,NA,NA,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.0599999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,20
"109","Utah",2,"R+11",0.61,"R+8 to R+20","UT2","UT","Chris Stewart","Yes","Fully denied",0.63,0,0,4,"stewart","H2UT02324","STEWART, CHRIS",1012017.12,3,-2,"Full Denial",0,"Questioned Election","Solid R","Partially 
Closed","Restricted",3,"Legislature",-0.02,33.22,487181.86,0,516336.02,1003551.1,3.31024498901949e-05,0.485457950272786,0,0.514508947277324,35.5,21
"110","Arizona",6,"R+3",0.53,"R+3","AZ6","AZ","Juan Ciscomani","No","No comment",0.53,1,0,2,"ciscomani","H2AZ02360","CISCOMANI, JUAN",2604300.99,1,0,"No Comment",1,"Has Not Questioned Election","Lean R","Open to 
Unaffiliated","Restricted",3,"Comission",0,0,2032418.44,6500,565161.3,2604079.74,0,0.780474733081714,0.00249608331886181,0.217029183599424,29.5,13
"111","California",41,"R+3",0.53,"R+3","CA41","CA","Ken Calvert","Yes","Fully denied",0.36,1,0,0,"calvert","H2CA37023","CALVERT, KEN",3095654.8,1,-2,"Full Denial",0,"Questioned Election","Lean R","All Party","All Party",0,"Comission",0.17,0,1752728.4,0,1341207.8,3093936.2,0,0.56650437717494,0,0.43349562282506,29,14
"112","Florida",15,"R+3",0.53,"R+3","FL15","FL","Laurel Lee","No","Fully accepted",0.53,0,0,5,"lee","H2FL15241","LEE, LAUREL MRS.",1181207.22,1,2,"Acceptance",1,"Has Not Questioned Election","Lean R","Closed","Closed",5,"Legislature",0,165000,786243.47,0,229963.75,1181207.22,0.139687598590872,0.665627043830633,0,0.194685357578495,29.5,15
"113","Iowa",3,"R+3",0.53,"R+3","IA3","IA","Zach Nunn","No","No comment",0.56,0,0,3,"nunn","H2IA03119","NUNN, ZACH",2106850.41,1,0,"No Comment",1,"Has Not Questioned Election","Lean R","Partially 
Open","Restricted",3,"Legislature",-0.03,120000,1452207.75,6850,527743.66,2106801.41,0.0569583822330933,0.68929503421967,0.00325137431913908,0.250495209228097,29,16
"114","Iowa",1,"R+3",0.53,"R+3","IA1","IA","Mariannette Miller-Meeks","Yes","Accepted with reservations",0.56,0,0,3,"miller-meeks","H8IA02043","MILLER-MEEKS, MARIANNETTE JANE",4361810.14,1,1,"Acceptance with 
Reservations",0,"Questioned Election","Lean R","Partially 
Open","Restricted",3,"Legislature",-0.03,0,2519163.53,7000,1721603.26,4247766.79,0,0.593055987897113,0.00164792474400413,0.405296087358883,29.5,17
"115","Michigan",10,"R+3",0.53,"R+3","MI10","MI","John James","No","Raised questions",0.51,1,0,1,"james","H2MI10150","JAMES, JOHN",5900718.11,1,-1,"Raised Questions",0,"Questioned Election","Lean R","Open","Open",1,"Comission",0.02,0,2888770.09,0,2956140.78,5844910.87,0,0.494236807754778,0,0.505763192245222,30,12
"116","Ohio",9,"R+3",0.53,"R+3","OH9","OH","J.R. Majewski","No","Fully denied",0.56,0,0,3,"majewski","H2OH09155","MAJEWSKI, J R",959912.13,1,-2,"Full Denial",0,"Questioned Election","Lean R","Partially 
Open","Restricted",3,"Legislature",-0.03,50500,519821.06,10000,359951.79,940272.85,0.0537078147050614,0.552840656837002,0.0106352108326854,0.382816317625251,30.5,13
"117","Virginia",2,"R+3",0.53,"R+3","VA2","VA","Jen A. Kiggans","No","Accepted with reservations",0.48,1,0,1,"kiggans","H2VA02064","KIGGANS, JENNIFER",2700720.33,1,1,"Acceptance with 
Reservations",0,"Questioned Election","Lean R","Open","Open",1,"Comission",0.05,5838.6,1944428.12,10500,738430.33,2699197.05,0.00216308772269887,0.720372793827705,0.0038900457452708,0.273574072704325,30,14
"118","Wisconsin",1,"R+3",0.53,"R+3","WI1","WI","Bryan Steil","Yes","Fully accepted",0.52,0,0,1,"steil","H8WI01156","STEIL, BRYAN GEORGE",3255734.53,1,2,"Acceptance",1,"Has Not Questioned Election","Lean R","Open","Open",1,"Legislature",0.01,0,1821713.08,100,1423192.82,3245005.9,0,0.561389758952364,3.0816584955978e-05,0.43857942446268,30.5,15
"119","Arkansas",3,"R+15",0.65,"R+8 to R+20","AR3","AR","Steve Womack","Yes","Fully accepted",0.66,0,1,1,"womack","H0AR03055","WOMACK, STEVE",1405569.7,3,2,"Acceptance",1,"Has Not Questioned Election","Solid R","Open","Open",1,"Legislature",-0.01,0,561614.5,0,828724.35,1390338.85,0,0.403940737180724,0,0.596059262819276,37,24
"120","Georgia",10,"R+15",0.65,"R+8 to R+20","GA10","GA","Mike Collins","No","Fully denied",0.53,0,1,1,"collins","H4GA10071","COLLINS, MICHAEL A JR",1386582.18,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.12,531000,774982.18,0,80600,1386582.18,0.382956025008197,0.558915433342725,0,0.0581285416490784,37.5,25
"121","Idaho",2,"R+15",0.65,"R+8 to R+20","ID2","ID","Mike Simpson","Yes","Accepted with reservations",0.69,1,0,4,"simpson","H8ID02064","SIMPSON, MICHAEL",1516285.4,3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid R","Partially 
Closed","Restricted",3,"Comission",-0.0399999999999999,0,504545.4,0,1011740,1516285.4,0,0.332750945171668,0,0.667249054828333,38,4
"122","Mississippi",3,"R+15",0.65,"R+8 to R+20","MS3","MS","Michael Guest","Yes","Accepted with reservations",0.6,0,1,1,"guest","H8MS03125","GUEST, MICHAEL PATRICK",1249942.64,3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.05,0,575043.64,0,674112.8,1249156.44,0,0.460345575290794,0,0.539654424709206,38.5,5
"123","North Carolina",3,"R+15",0.65,"R+8 to R+20","NC3","NC","Greg Murphy","Yes","Fully denied",0.53,0,0,4,"murphy","H0NC03172","MURPHY, GREGORY FRANCIS DR.",1764617.49,3,-2,"Full Denial",0,"Questioned Election","Solid R","Partially 
Closed","Restricted",3,"Legislature",0.12,0,1139955.61,0,612226.56,1752182.17,0,0.650591947297352,0,0.349408052702648,38,6
"124","Ohio",5,"R+15",0.65,"R+8 to R+20","OH5","OH","Bob Latta","Yes","Accepted with reservations",0.56,0,0,3,"latta","H8OH05036","LATTA, ROBERT EDWARD",1413226.88,3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid R","Partially 
Open","Restricted",3,"Legislature",0.09,0,533814.65,0,879312.21,1413126.86,0,0.377754230784347,0,0.622245769215653,38.5,7
"125","Ohio",6,"R+15",0.65,"R+8 to R+20","OH6","OH","Bill Johnson","Yes","Fully denied",0.56,0,0,3,"johnson","H0OH06189","JOHNSON, BILL",1542719.46,3,-2,"Full Denial",0,"Questioned Election","Solid R","Partially 
Open","Restricted",3,"Legislature",0.09,0,720950.04,0,820528.49,1541478.53,0,0.46770034481116,0,0.53229965518884,38,8
"126","Oregon",2,"R+15",0.65,"R+8 to R+20","OR2","OR","Cliff S. Bentz","Yes","Accepted with reservations",0.44,0,0,5,"bentz","H0OR02127","BENTZ, CLIFF",1012470.53,3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid R","Closed","Closed",5,"Legislature",0.21,2900,687168.1,0,321517,1011585.1,0.00286678797463506,0.679298360563041,0,0.317834851462324,38.5,9
"127","Texas",17,"R+15",0.65,"R+8 to R+20","TX17","TX","Pete Sessions","Yes","Fully denied",0.55,0,1,1,"sessions","H2TX03126","SESSIONS, PETE",915811.76,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.1,0,373621,0,525000,898621,0,0.415771498774233,0,0.584228501225767,38,10
"128","Texas",5,"R+15",0.65,"R+8 to R+20","TX5","TX","Lance Gooden","Yes","Fully denied",0.55,0,1,1,"gooden","H8TX05144","GOODEN, LANCE",814098.27,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.1,0,290587,0,522511.27,813098.27,0,0.357382386264332,0,0.642617613735668,38.5,11
"129","Texas",2,"R+15",0.65,"R+8 to R+20","TX2","TX","Dan Crenshaw","Yes","Accepted with reservations",0.55,0,1,1,"crenshaw","H8TX02166","CRENSHAW, DANIEL",15027830.85,3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.1,0,13050997.37,0,1795314.74,14846312.11,0,0.87907335325446,0,0.12092664674554,38,12
"130","Wisconsin",5,"R+15",0.65,"R+8 to R+20","WI5","WI","Scott Fitzgerald","Yes","Fully denied",0.52,0,0,1,"fitzgerald","H0WI05113","FITZGERALD, SCOTT",920400.33,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.13,0,599269.93,0,317850,917119.93,0,0.653425915626978,0,0.346574084373022,38.5,13
"131","Arkansas",1,"R+21",0.71,"R+21+","AR1","AR","Rick Crawford","Yes","Fully denied",0.66,0,1,1,"crawford","H0AR01083","CRAWFORD, ERIC ALAN RICK",979292.34,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.0499999999999999,0,443867.34,2000,533400,979267.34,0,0.453264723400251,0.00204234320732069,0.544692933392428,40.5,15
"132","Louisiana",3,"R+21",0.71,"R+21+","LA3","LA","Clay Higgins","Yes","Fully denied",0.62,0,0,0,"higgins","H6LA03148","HIGGINS, CLAY CAPTAIN",870819.05,3,-2,"Full Denial",0,"Questioned Election","Solid R","All Party","All Party",0,"Legislature",0.09,0,638974.51,0,228039.86,867014.37,0,0.736982606182179,0,0.263017393817821,40,16
"133","Missouri",6,"R+21",0.71,"R+21+","MO6","MO","Sam Graves","Yes","Fully denied",0.61,0,0,1,"graves","H0MO06073","GRAVES, SAMUEL B. JR.",2017790.39,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.1,0,642976.15,1050,1361268.36,2005294.51,0,0.320639261112823,0.000523613860589485,0.678837125026588,40.5,17
"134","Ohio",4,"R+21",0.71,"R+21+","OH4","OH","Jim Jordan","Yes","Fully denied",0.56,0,0,3,"jordan","H6OH04082","JORDAN, JAMES D.",12688811.79,3,-2,"Full Denial",0,"Questioned Election","Solid R","Partially 
Open","Restricted",3,"Legislature",0.15,0,11966286.38,2000,200383.9,12168670.28,0,0.983368445742783,0.000164356495326127,0.0164671977618905,40,18
"135","Pennsylvania",15,"R+21",0.71,"R+21+","PA15","PA","Glenn ""GT"" Thompson","Yes","Fully denied",0.52,0,0,5,"thompson","H8PA05071","THOMPSON, GLENN MR.",2449126.95,3,-2,"Full Denial",0,"Questioned Election","Solid R","Closed","Closed",5,"Legislature",0.19,0,1221012.92,75,1225753.27,2446841.19,0,0.499016006837779,3.06517645307418e-05,0.50095334139769,40.5,19
"136","Pennsylvania",9,"R+21",0.71,"R+21+","PA9","PA","Dan Meuser","Yes","Fully denied",0.52,0,0,5,"meuser","H8PA10147","MEUSER, DANIEL",867678.36,3,-2,"Full Denial",0,"Questioned Election","Solid R","Closed","Closed",5,"Legislature",0.19,0,582775.55,0,279131,861906.55,0,0.676147025451889,0,0.323852974548111,40,20
"137","South Carolina",3,"R+21",0.71,"R+21+","SC3","SC","Jeff Duncan","Yes","Fully denied",0.58,0,1,1,"duncan","H0SC03077","DUNCAN, JEFFREY D MR.",1545865.58,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.13,0,983210.17,0,559774.83,1542985,0,0.637213044844895,0,0.362786955155105,40.5,21
"138","Tennessee",8,"R+21",0.71,"R+21+","TN8","TN","David Kustoff","Yes","Fully denied",0.64,0,0,3,"kustoff","H2TN07103","KUSTOFF, DAVID",1806663.55,3,-2,"Full Denial",0,"Questioned Election","Solid R","Partially 
Open","Restricted",3,"Legislature",0.07,0,1043458.6,0,755407.09,1798865.69,0,0.580064762922906,0,0.419935237077094,40,22
"139","California",2,"D+23",0.27,"D+25 to D+8","CA2","CA","Douglas Brower","No","No comment",0.36,1,0,0,"brower","H2CA02209","BROWER, DOUGLAS REV",10507,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.09,5000,5257,0,250,10507,0.475873227372228,0.500333111259161,0,0.0237936613686114,3,6
"140","California",42,"D+23",0.27,"D+25 to D+8","CA42","CA","John Briscoe","No","Fully denied",0.36,1,0,0,"briscoe","H8CA47078","BRISCOE, JOHN",513305,-3,-2,"Full Denial",0,"Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.09,256300,2005,0,255000,513305,0.499313273784592,0.00390605975005114,0,0.496780666465357,2.5,7
"141","Illinois",4,"D+23",0.27,"D+25 to D+8","IL4","IL","James Falakos","No","Fully denied",0.43,0,0,3,"falakos",NA,NA,NA,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Partially 
Open","Restricted",3,"Legislature",-0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8
